seed,artifact,artifact_type,pyc_path,python_tag,magic_number,bytes
data/rq3/cpython-3.8/seeds/cpython_case_test_support_TestSupport_test_temp_dir__forked_child_6f9940ae08d31b96.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_support_TestSupport_test_temp_dir__forked_child_6f9940ae08d31b96.pyc,cpython-38,3413,1400
data/rq3/cpython-3.8/seeds/cpython_case_test_support_TestSupport_test_temp_dir__path_none_15f18828e5ef803e.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_support_TestSupport_test_temp_dir__path_none_15f18828e5ef803e.pyc,cpython-38,3413,516
data/rq3/cpython-3.8/seeds/cpython_case_test_support_TestSupport_test_unlink_0b37872e9ac67a37.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_support_TestSupport_test_unlink_0b37872e9ac67a37.pyc,cpython-38,3413,507
data/rq3/cpython-3.8/seeds/cpython_case_test_support_TestSupport_test_unload_5d59efaa9841794c.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_support_TestSupport_test_unload_5d59efaa9841794c.pyc,cpython-38,3413,499
data/rq3/cpython-3.8/seeds/cpython_case_test_support_test_main_1e197624ce39590b.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_support_test_main_1e197624ce39590b.pyc,cpython-38,3413,412
data/rq3/cpython-3.8/seeds/cpython_case_test_symbol_TestSymbolGeneration_test_real_grammar_and_symbol_file_8e8cb14e1f44ff56.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symbol_TestSymbolGeneration_test_real_grammar_and_symbol_file_8e8cb14e1f44ff56.pyc,cpython-38,3413,682
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_annotated_c02b0c6e98f1aa34.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_annotated_c02b0c6e98f1aa34.pyc,cpython-38,3413,863
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_assigned_6bc772ee8bfbaed8.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_assigned_6bc772ee8bfbaed8.pyc,cpython-38,3413,589
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_bytes_0fa4b63c1e1a4895.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_bytes_0fa4b63c1e1a4895.pyc,cpython-38,3413,595
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_children_6a8efc6302fcca67.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_children_6a8efc6302fcca67.pyc,cpython-38,3413,482
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_class_info_62dea19f5b4e2115.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_class_info_62dea19f5b4e2115.pyc,cpython-38,3413,439
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_eval_8e80eeeb45f82f8a.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_eval_8e80eeeb45f82f8a.pyc,cpython-38,3413,417
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_exec_1940a67ac5b01727.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_exec_1940a67ac5b01727.pyc,cpython-38,3413,433
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_filename_correct_7ab320d6463295a3.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_filename_correct_7ab320d6463295a3.pyc,cpython-38,3413,1125
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_free_43afcb001639f103.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_free_43afcb001639f103.pyc,cpython-38,3413,435
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_function_info_90ef07d8d1b1e7ab.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_function_info_90ef07d8d1b1e7ab.pyc,cpython-38,3413,706
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_globals_d3aa65a226f43f63.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_globals_d3aa65a226f43f63.pyc,cpython-38,3413,763
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_imported_74110de2af1ea5f4.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_imported_74110de2af1ea5f4.pyc,cpython-38,3413,440
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_lineno_652810eb2c900822.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_lineno_652810eb2c900822.pyc,cpython-38,3413,457
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_local_e5e30c15100064cc.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_local_e5e30c15100064cc.pyc,cpython-38,3413,584
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_name_4efffb3dffc3c132.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_name_4efffb3dffc3c132.pyc,cpython-38,3413,521
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_namespaces_6f8575e2a94566be.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_namespaces_6f8575e2a94566be.pyc,cpython-38,3413,803
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_nested_6002215fe8d5822b.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_nested_6002215fe8d5822b.pyc,cpython-38,3413,506
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_nonlocal_29b24ffc395af221.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_nonlocal_29b24ffc395af221.pyc,cpython-38,3413,570
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_optimized_c72a08c236edb379.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_optimized_c72a08c236edb379.pyc,cpython-38,3413,488
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_parameters_7a08644e731934ad.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_parameters_7a08644e731934ad.pyc,cpython-38,3413,510
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_referenced_fc21b4260f800832.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_referenced_fc21b4260f800832.pyc,cpython-38,3413,519
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_single_c7ce45ce1c503d37.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_single_c7ce45ce1c503d37.pyc,cpython-38,3413,421
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_symbol_lookup_ebcc2cf182d08f9e.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_symbol_lookup_ebcc2cf182d08f9e.pyc,cpython-38,3413,527
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_symtable_repr_23fdc5eee5fed514.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_symtable_repr_23fdc5eee5fed514.pyc,cpython-38,3413,513
data/rq3/cpython-3.8/seeds/cpython_case_test_symtable_SymtableTest_test_type_69e30fe4a25f2769.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_symtable_SymtableTest_test_type_69e30fe4a25f2769.pyc,cpython-38,3413,554
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_assign_call_49700acb6f55f748.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_assign_call_49700acb6f55f748.pyc,cpython-38,3413,421
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_assign_del_a1a0c8f212703d25.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_assign_del_a1a0c8f212703d25.pyc,cpython-38,3413,420
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_bad_outdent_9b105d5c124d04d0.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_bad_outdent_9b105d5c124d04d0.pyc,cpython-38,3413,494
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_break_outside_loop_1_e074a88c709999b7.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_break_outside_loop_1_e074a88c709999b7.pyc,cpython-38,3413,605
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_break_outside_loop_81d4bb8124626886.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_break_outside_loop_81d4bb8124626886.pyc,cpython-38,3413,432
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_continue_outside_loop_df69f095e410d01f.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_continue_outside_loop_df69f095e410d01f.pyc,cpython-38,3413,629
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_global_param_err_first_732428ceda6132e8.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_global_param_err_first_732428ceda6132e8.pyc,cpython-38,3413,644
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_kwargs_last2_c48c7378e37e0035.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_kwargs_last2_c48c7378e37e0035.pyc,cpython-38,3413,487
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_kwargs_last3_d29ec9974d6af38b.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_kwargs_last3_d29ec9974d6af38b.pyc,cpython-38,3413,498
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_kwargs_last_dbbc312b46c87bd0.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_kwargs_last_dbbc312b46c87bd0.pyc,cpython-38,3413,469
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_no_indent_be7e4a13262751c4.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_no_indent_be7e4a13262751c4.pyc,cpython-38,3413,477
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_nonlocal_param_err_first_4469d38608a5d6ab.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_nonlocal_param_err_first_4469d38608a5d6ab.pyc,cpython-38,3413,650
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_return_outside_function_f56d7251dc79c6a6.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_return_outside_function_f56d7251dc79c6a6.pyc,cpython-38,3413,797
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_unexpected_indent_7b5a25662250dafe.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_unexpected_indent_7b5a25662250dafe.pyc,cpython-38,3413,478
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_SyntaxTestCase_test_yield_outside_function_92c6d05979dd715b.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_SyntaxTestCase_test_yield_outside_function_92c6d05979dd715b.pyc,cpython-38,3413,779
data/rq3/cpython-3.8/seeds/cpython_case_test_syntax_test_main_855ebc76c7a39077.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_syntax_test_main_855ebc76c7a39077.pyc,cpython-38,3413,492
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_DisplayHookTest_test_custom_displayhook_3331f68e225754ad.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_DisplayHookTest_test_custom_displayhook_3331f68e225754ad.pyc,cpython-38,3413,700
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_DisplayHookTest_test_lost_displayhook_267a628790d0b253.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_DisplayHookTest_test_lost_displayhook_267a628790d0b253.pyc,cpython-38,3413,535
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_DisplayHookTest_test_original_displayhook_a2e1b32cf8db3b5e.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_DisplayHookTest_test_original_displayhook_a2e1b32cf8db3b5e.pyc,cpython-38,3413,778
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_ExceptHookTest_test_excepthook_88e771621311e1e7.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_ExceptHookTest_test_excepthook_88e771621311e1e7.pyc,cpython-38,3413,597
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_ExceptHookTest_test_excepthook_bytes_filename_c81f368c1d5d978f.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_ExceptHookTest_test_excepthook_bytes_filename_c81f368c1d5d978f.pyc,cpython-38,3413,868
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_ExceptHookTest_test_original_excepthook_533d1ad09657fc42.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_ExceptHookTest_test_original_excepthook_533d1ad09657fc42.pyc,cpython-38,3413,669
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SizeofTest_test_asyncgen_hooks_11521d6d6855fdc7.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SizeofTest_test_asyncgen_hooks_11521d6d6855fdc7.pyc,cpython-38,3413,1001
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SizeofTest_test_changing_sys_stderr_and_removing_reference_049b8540566ede60.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SizeofTest_test_changing_sys_stderr_and_removing_reference_049b8540566ede60.pyc,cpython-38,3413,729
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SizeofTest_test_default_1412ba3bc2797b18.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SizeofTest_test_default_1412ba3bc2797b18.pyc,cpython-38,3413,520
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SizeofTest_test_errors_6db835ee3cb6de31.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SizeofTest_test_errors_6db835ee3cb6de31.pyc,cpython-38,3413,2053
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SizeofTest_test_gc_head_size_6fccf86ee7a83313.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SizeofTest_test_gc_head_size_6fccf86ee7a83313.pyc,cpython-38,3413,558
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SizeofTest_test_objecttypes_cf2c4897ad9a9834.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SizeofTest_test_objecttypes_cf2c4897ad9a9834.pyc,cpython-38,3413,8065
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SizeofTest_test_pythontypes_6880b8d3379db6c8.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SizeofTest_test_pythontypes_6880b8d3379db6c8.pyc,cpython-38,3413,697
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SizeofTest_test_slots_6b28f8daff36e06a.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SizeofTest_test_slots_6b28f8daff36e06a.pyc,cpython-38,3413,1572
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_43581_9ab974e2d7bb1867.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_43581_9ab974e2d7bb1867.pyc,cpython-38,3413,440
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test__enablelegacywindowsfsencoding_3930b1b3cc667405.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test__enablelegacywindowsfsencoding_3930b1b3cc667405.pyc,cpython-38,3413,685
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_attributes_21d811f4fd500f33.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_attributes_21d811f4fd500f33.pyc,cpython-38,3413,2566
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_c_locale_surrogateescape_4000e5c9cffbf23a.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_c_locale_surrogateescape_4000e5c9cffbf23a.pyc,cpython-38,3413,430
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_call_tracing_0fe4decedf8329e7.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_call_tracing_0fe4decedf8329e7.pyc,cpython-38,3413,448
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_clear_type_cache_2014dd5701698354.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_clear_type_cache_2014dd5701698354.pyc,cpython-38,3413,411
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_current_frames_c1f4421785ad13a3.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_current_frames_c1f4421785ad13a3.pyc,cpython-38,3413,1586
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_debugmallocstats_055bf201acd68f73.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_debugmallocstats_055bf201acd68f73.pyc,cpython-38,3413,657
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_dlopenflags_fabe5218a0da4ccd.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_dlopenflags_fabe5218a0da4ccd.pyc,cpython-38,3413,605
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_executable_f7230759eb5a5248.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_executable_f7230759eb5a5248.pyc,cpython-38,3413,849
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_exit_cc934ea60cb52531.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_exit_cc934ea60cb52531.pyc,cpython-38,3413,1630
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_getallocatedblocks_73a17f52f595771e.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_getallocatedblocks_73a17f52f595771e.pyc,cpython-38,3413,1031
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_getandroidapilevel_6a62e01e05b604ab.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_getandroidapilevel_6a62e01e05b604ab.pyc,cpython-38,3413,492
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_getdefaultencoding_9107c7895ab6e2d8.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_getdefaultencoding_9107c7895ab6e2d8.pyc,cpython-38,3413,493
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_getfilesystemencoding_00f5e833d6ae1c7c.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_getfilesystemencoding_00f5e833d6ae1c7c.pyc,cpython-38,3413,526
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_getframe_37c25dd7c702d419.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_getframe_37c25dd7c702d419.pyc,cpython-38,3413,556
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_getwindowsversion_29662f1a77cf5d91.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_getwindowsversion_29662f1a77cf5d91.pyc,cpython-38,3413,1120
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_implementation_f51f7346b2be6329.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_implementation_f51f7346b2be6329.pyc,cpython-38,3413,870
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_intern_b88ede3469269f24.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_intern_b88ede3469269f24.pyc,cpython-38,3413,918
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_ioencoding_8e144a7606ee4e31.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_ioencoding_8e144a7606ee4e31.pyc,cpython-38,3413,1170
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_ioencoding_nonascii_8bedb145192b9533.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_ioencoding_nonascii_8bedb145192b9533.pyc,cpython-38,3413,680
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_is_finalizing_40eb52476810eb43.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_is_finalizing_40eb52476810eb43.pyc,cpython-38,3413,955
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_issue20602_5fe62a6bb5e1abdb.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_issue20602_5fe62a6bb5e1abdb.pyc,cpython-38,3413,755
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_no_duplicates_in_meta_path_4e6e66ffc7a6870d.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_no_duplicates_in_meta_path_4e6e66ffc7a6870d.pyc,cpython-38,3413,456
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_posix_locale_surrogateescape_706d873951b8c56d.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_posix_locale_surrogateescape_706d873951b8c56d.pyc,cpython-38,3413,438
data/rq3/cpython-3.8/seeds/cpython_case_test_sys_SysModuleTest_test_recursionlimit_00d3286fb7e08975.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_sys_SysModuleTest_test_recursionlimit_00d3286fb7e08975.pyc,cpython-38,3413,597
